coordinate_id,constructor,ordered_operands,operand_roles,primitive_ancestors,n_ancestors,depth,output_dimension,unit_expression,temporal_resolution_rule,temporal_resolution_bound_ms,provenance_lineage,target_independence,aliasing_flag,upsample_flag,uncalibrated_flag,primary_or_sensitivity,numerical_realization_id,domain_predicate
LEVEL_RATE(ece12|ece2),C6,ece12|ece2,level|rate,ece12|ece2,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece2:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece3),C6,ece12|ece3,level|rate,ece12|ece3,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece3:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece4),C6,ece12|ece4,level|rate,ece12|ece4,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece4:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece5),C6,ece12|ece5,level|rate,ece12|ece5,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece5:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece6),C6,ece12|ece6,level|rate,ece12|ece6,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece6:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece7),C6,ece12|ece7,level|rate,ece12|ece7,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece8),C6,ece12|ece8,level|rate,ece12|ece8,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece9),C6,ece12|ece9,level|rate,ece12|ece9,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece9:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece10),C6,ece12|ece10,level|rate,ece10|ece12,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece10:ece_te_profile|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece11),C6,ece12|ece11,level|rate,ece11|ece12,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece11:ece_te_profile|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece12),C6,ece12|ece12,level|rate,ece12,1,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece13),C6,ece12|ece13,level|rate,ece12|ece13,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece13:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece14),C6,ece12|ece14,level|rate,ece12|ece14,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece14:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece15),C6,ece12|ece15,level|rate,ece12|ece15,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece15:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece16),C6,ece12|ece16,level|rate,ece12|ece16,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece16:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece18),C6,ece12|ece18,level|rate,ece12|ece18,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece18:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece19),C6,ece12|ece19,level|rate,ece12|ece19,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece19:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece20),C6,ece12|ece20,level|rate,ece12|ece20,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece20:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece21),C6,ece12|ece21,level|rate,ece12|ece21,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece21:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece22),C6,ece12|ece22,level|rate,ece12|ece22,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece22:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece25),C6,ece12|ece25,level|rate,ece12|ece25,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece25:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece27),C6,ece12|ece27,level|rate,ece12|ece27,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece27:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece28),C6,ece12|ece28,level|rate,ece12|ece28,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece28:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece29),C6,ece12|ece29,level|rate,ece12|ece29,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece29:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece30),C6,ece12|ece30,level|rate,ece12|ece30,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece30:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece31),C6,ece12|ece31,level|rate,ece12|ece31,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece31:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece33),C6,ece12|ece33,level|rate,ece12|ece33,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece33:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece35),C6,ece12|ece35,level|rate,ece12|ece35,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece35:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece36),C6,ece12|ece36,level|rate,ece12|ece36,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece36:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece37),C6,ece12|ece37,level|rate,ece12|ece37,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece37:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece38),C6,ece12|ece38,level|rate,ece12|ece38,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece38:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|ece39),C6,ece12|ece39,level|rate,ece12|ece39,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece39:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqrott3),C6,ece12|cerqrott3,level|rate,cerqrott3|ece12,2,1,(eV)*(m s^-1) T^-1,eV*m/s/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,10.0,cerqrott3:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqrott6),C6,ece12|cerqrott6,level|rate,cerqrott6|ece12,2,1,(eV)*(m s^-1) T^-1,eV*m/s/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.98003992015968,cerqrott6:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqrott8),C6,ece12|cerqrott8,level|rate,cerqrott8|ece12,2,1,(eV)*(m s^-1) T^-1,eV*m/s/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqrott8:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqrott10),C6,ece12|cerqrott10,level|rate,cerqrott10|ece12,2,1,(eV)*(m s^-1) T^-1,eV*m/s/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqrott10:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqrott11),C6,ece12|cerqrott11,level|rate,cerqrott11|ece12,2,1,(eV)*(m s^-1) T^-1,eV*m/s/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqrott11:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqrott12),C6,ece12|cerqrott12,level|rate,cerqrott12|ece12,2,1,(eV)*(m s^-1) T^-1,eV*m/s/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqrott12:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqrott13),C6,ece12|cerqrott13,level|rate,cerqrott13|ece12,2,1,(eV)*(m s^-1) T^-1,eV*m/s/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqrott13:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqtit3),C6,ece12|cerqtit3,level|rate,cerqtit3|ece12,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,10.0,cerqtit3:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqtit6),C6,ece12|cerqtit6,level|rate,cerqtit6|ece12,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.98003992015968,cerqtit6:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqtit8),C6,ece12|cerqtit8,level|rate,cerqtit8|ece12,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit8:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqtit10),C6,ece12|cerqtit10,level|rate,cerqtit10|ece12,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit10:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqtit11),C6,ece12|cerqtit11,level|rate,cerqtit11|ece12,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit11:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqtit12),C6,ece12|cerqtit12,level|rate,cerqtit12|ece12,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit12:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece12|cerqtit13),C6,ece12|cerqtit13,level|rate,cerqtit13|ece12,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit13:cer_rotation_ti|ece12:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|bt),C6,ece13|bt,level|rate,bt|ece13,2,1,(eV)*(T) T^-1,eV*T/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.4999999999999999,bt:magnetics|ece13:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|ip),C6,ece13|ip,level|rate,ece13|ip,2,1,(eV)*(A) T^-1,eV*A/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.4999593727147152,ece13:ece_te_profile|ip:magnetics,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|gasa),C6,ece13|gasa,level|rate,ece13|gasa,2,1,(eV)*(V) T^-1,eV*V/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.5,ece13:ece_te_profile|gasa:gas_injection,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|gasb),C6,ece13|gasb,level|rate,ece13|gasb,2,1,(eV)*(V) T^-1,eV*V/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.5,ece13:ece_te_profile|gasb:gas_injection,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|gasc),C6,ece13|gasc,level|rate,ece13|gasc,2,1,(eV)*(V) T^-1,eV*V/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.5,ece13:ece_te_profile|gasc:gas_injection,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|gasd),C6,ece13|gasd,level|rate,ece13|gasd,2,1,(eV)*(V) T^-1,eV*V/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.5,ece13:ece_te_profile|gasd:gas_injection,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|pinj),C6,ece13|pinj,level|rate,ece13|pinj,2,1,(eV)*(W) T^-1,eV*W/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|pinj:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|pinj_15l),C6,ece13|pinj_15l,level|rate,ece13|pinj_15l,2,1,(eV)*(W) T^-1,eV*W/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|pinj_15l:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|pinj_30l),C6,ece13|pinj_30l,level|rate,ece13|pinj_30l,2,1,(eV)*(W) T^-1,eV*W/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|pinj_30l:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|pinj_30r),C6,ece13|pinj_30r,level|rate,ece13|pinj_30r,2,1,(eV)*(W) T^-1,eV*W/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|pinj_30r:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|pinj_33r),C6,ece13|pinj_33r,level|rate,ece13|pinj_33r,2,1,(eV)*(W) T^-1,eV*W/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|pinj_33r:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|tinj),C6,ece13|tinj,level|rate,ece13|tinj,2,1,(eV)*(N m) T^-1,eV*N m/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|tinj:neutral_beams,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|ece1),C6,ece13|ece1,level|rate,ece1|ece13,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece1:ece_te_profile|ece13:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|ece2),C6,ece13|ece2,level|rate,ece13|ece2,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|ece2:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|ece3),C6,ece13|ece3,level|rate,ece13|ece3,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|ece3:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|ece4),C6,ece13|ece4,level|rate,ece13|ece4,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|ece4:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|ece5),C6,ece13|ece5,level|rate,ece13|ece5,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|ece5:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|ece6),C6,ece13|ece6,level|rate,ece13|ece6,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|ece6:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|ece7),C6,ece13|ece7,level|rate,ece13|ece7,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|ece8),C6,ece13|ece8,level|rate,ece13|ece8,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|ece9),C6,ece13|ece9,level|rate,ece13|ece9,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|ece9:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
LEVEL_RATE(ece13|ece10),C6,ece13|ece10,level|rate,ece10|ece13,2,1,(eV)*(eV) T^-1,eV*eV/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece10:ece_te_profile|ece13:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,
